Threshold	0.5
left	[0.08640007]
deployed_overseas	[0.68021214]
barron	[0.05736551]
dobbs_ruling	[0.89251841]
tyranny	[0.3502059]
contributor	[0.0707414]
merely	[0.28120828]
expensive	[0.12086368]
sprung	[0.47948405]
pumped_storage	[0.12544363]
shame	[0.3013924]
highlight	[0.03764224]
letter_carrier	[0.47100326]
stem_cell	[0.42519124]
thousands	[0.04732409]
positive_change	[0.16503704]
young_minds	[0.380363]
fame	[0.46000646]
spotted	[0.11965473]
plainly	[0.36457588]
referrals	[0.11366005]
scare	[0.42891266]
counter_china	[0.13184152]
accommodation	[0.44611733]
bettering	[0.18924308]
bold_action	[0.82547332]
henry	[0.07547378]
organized_crime	[0.33477013]
dart	[0.34445649]
radios	[0.4694247]
adaptive	[0.10019092]
mode	[0.45616792]
founders	[0.38652106]
giveaways	[0.12251947]
wasted	[0.37409383]
california	[0.01463302]
cathedral	[0.30515878]
perceived	[0.28101566]
determination	[0.08960845]
therapies	[0.19364029]
puberty	[0.68916177]
cvd	[0.4050403]
intimidating	[0.76094992]
child	[0.057533]
institute	[0.01061334]
mlb	[0.44246149]
vincent	[0.06295837]
manager	[0.02262537]
fragile	[0.22645993]
sam_graves	[0.09676497]
north_korea	[0.04573095]
underneath	[0.46874401]
eat	[0.18404587]
wolves	[0.54702254]
objecting	[0.31331884]
lobby	[0.33720902]
candace	[0.28747985]
decision	[0.13331121]
communications_director	[0.19265965]
las_vegas	[0.1888131]
sentenced	[0.31883141]
meeks	[0.16611382]
prerequisite	[0.28086052]
subsequently	[0.16723078]
forums	[0.53601348]
biden_justice_department	[0.67236808]
redundant	[0.17173037]
greed	[0.6194151]
perpetual	[0.30209084]
vulnerable_americans	[0.48356901]
winters	[0.27085744]
theirs	[0.45779804]
youth_development	[0.07505526]
headaches	[0.50329485]
carbon	[0.02050062]
herndon	[0.15177308]
loose	[0.56213269]
vice_admiral	[0.09324964]
equal	[0.1734698]
polluters	[0.14073827]
javier	[0.26766517]
silt	[0.50147914]
weather	[0.03978539]
confer	[0.65219087]
hurting	[0.04360694]
implied	[0.44399286]
insurers	[0.54277902]
absent	[0.1287417]
multiple_administrations	[0.80516389]
packaging	[0.6114777]
retirement_age	[0.35087676]
final_passage	[0.27845166]
relies	[0.03581334]
abducted	[0.5180736]
constable	[0.47532267]
ono	[0.0784637]
pour	[0.26010715]
gutted	[0.52588948]
remain_committed_to_working	[0.90132815]
doubts	[0.6936529]
exchanges	[0.43361326]
alumna	[0.3171624]
helped_develop	[0.3936595]
tremendous_contributions	[0.27469668]
ny	[0.28861496]
bring	[0.05899988]
milton	[0.36915039]
surprises	[0.89692355]
helped_secure	[0.47710365]
1959	[0.39397843]
zero	[0.09343973]
enes	[0.40516881]
similar_legislation	[0.22108158]
claude	[0.12244548]
immigration_and_nationality_act	[0.37254529]
equity	[0.0348096]
remnants	[0.55013071]
corrected	[0.65705825]
ywca	[0.08503598]
absorbed	[0.40531629]
forgets	[0.76134422]
borrower	[0.23709253]
altria	[0.51210819]
respected_leader	[0.27664016]
humble	[0.17429203]
masses	[0.5646984]
hook	[0.12259063]
pearl_harbor	[0.41172881]
staten_island	[0.07458659]
wait_times	[0.21324855]
teamed	[0.193311]
assistant_fire_chief	[0.30048637]
fully_understand	[0.30714963]
dust	[0.52516197]
chairwoman_foxx	[0.19960081]
sacrifice_and_service	[0.91545317]
some	[0.24349665]
schaefer	[0.27265308]
central_europe	[0.63165448]
emerging_threats	[0.20416246]
important_tool	[0.49032224]
songs	[0.29753724]
naturalized	[0.69402037]
harry	[0.04772523]
shared_interests	[0.68062695]
helped_start	[0.16139862]
orleans_parish	[0.12058234]
cultivated	[0.03706888]
staffing_shortages	[0.53295471]
invest	[0.0414967]
sharp	[0.05750066]
compassionate	[0.17645516]
guthrie	[0.08718878]
119	[0.38392946]
scoutmaster	[0.2637201]
lithium	[0.10513269]
reparations	[0.36228421]
combat_deployments	[0.34990978]
bolstering	[0.03763896]
316	[0.23740924]
trenton	[0.20565308]
meet	[0.05242719]
speeches	[0.50369079]
reduce_inflation	[0.7341786]
smaller	[0.07296897]
questions	[0.27322539]
justice_thomas	[0.56716091]
donate	[0.13176428]
headline	[0.40916382]
icbm	[0.18530278]
kansas_city	[0.05183893]
depot	[0.08569739]
drought	[0.02980484]
men_and_women_in_uniform	[0.26682982]
ballast_water	[0.24805369]
staffer	[0.205982]
heartfelt_condolences	[0.29909679]
distinguishing	[0.30695476]
admirable	[0.19500535]
supply_disruptions	[0.31174017]
illegal_border_crossings	[0.79555308]
analysts	[0.25629441]
smiley	[0.69983968]
milestones	[0.23488139]
crunch	[0.43996773]
flight_safety	[0.12366333]
balanced	[0.21497697]
alejandro_nicholas_mayorkas	[0.63620515]
white_house_press_secretary	[0.71734801]
punitive	[0.30905566]
lawless	[0.36537658]
attributed	[0.16159535]
iowa_national_guard	[0.26374111]
suffered	[0.10394439]
assets	[0.05761532]
prescription_drugs	[0.26691907]
lung_cancer	[0.41639472]
funding_level	[0.09131634]
chief_of_staff	[0.15070963]
eastern_band_of_cherokee	[0.12317978]
forth	[0.13315444]
small_business_development	[0.03600235]
stauber	[0.0705786]
reassure	[0.37204252]
watchlist	[0.45768437]
solace	[0.340527]
finish_line	[0.42250281]
seminary	[0.22198632]
sex_offenders	[0.82063616]
journey_began	[0.2394465]
attest	[0.18030437]
article_titled	[0.51940634]
fan	[0.11644669]
jasta	[0.86048516]
quiet	[0.20689113]
pool	[0.11075475]
reuters	[0.17955259]
unpaid_leave	[0.75347889]
ticking	[0.76687067]
grim	[0.32148769]
legal	[0.12873049]
beings	[0.38108068]
reauthorization_act	[0.05185917]
bikes	[0.62242072]
lummis	[0.36573956]
intensity	[0.12356706]
mask_mandate	[0.37596388]
rule_xix	[0.26394627]
funding_bills	[0.40723991]
bankrupt	[0.5618426]
31	[0.08851151]
watershed	[0.03764611]
usa	[0.09051723]
revealed	[0.052269]
substance_use_disorders	[0.41070752]
treasury_secretary	[0.26052366]
defendant	[0.38110994]
treasure	[0.16843018]
congressional_hispanic_caucus	[0.594273]
criminal_and_civil	[0.54551899]
sec	[0.06524773]
desire	[0.0369526]
funneled	[0.34284197]
previous_congresses	[0.96015252]
actor	[0.23512411]
heard	[0.16682739]
singles	[0.35268007]
boss	[0.70720463]
guam	[0.04507345]
settlement_agreement_information_database	[0.39585584]
apparent	[0.13005742]
air_force_nominations_beginning_with	[0.24307715]
admirals	[0.25899953]
words	[0.31674052]
successor	[0.25895536]
reinstate	[0.46479497]
narragansett_bay	[0.39093136]
electing	[0.73206783]
marjory_stoneman_douglas	[0.41105955]
local_politics	[0.48090929]
papers	[0.5739663]
enrolling	[0.37043657]
passing_legislation	[0.27795645]
poses	[0.05939681]
development_projects	[0.08217657]
embrace	[0.17767361]
proposed_rule	[0.08175498]
illegal_migrants	[0.5526934]
lunch	[0.085343]
sacrifice	[0.13984975]
career_opportunities	[0.11551469]
arose	[0.88381646]
outcomes	[0.07192399]
dangerous_place	[0.90247209]
such	[0.05760478]
7	[0.11525564]
lower	[0.04902888]
original	[0.05650072]
vickers	[0.05224396]
conform	[0.61898156]
developers	[0.08419944]
recall	[0.69479549]
communications	[0.02148337]
moulton	[0.13391191]
summer_camp	[0.53295594]
referenced	[0.41462213]
seventy	[0.86302102]
tuberville	[0.23934781]
76	[0.04804495]
hateful_rhetoric	[0.77462457]
justices	[0.5129293]
stable	[0.04369048]
financial_services	[0.02416598]
baldwin	[0.29504441]
third	[0.04958567]
stay_safe	[0.42532692]
plots	[0.63905201]
bloodshed	[0.39082769]
hageman	[0.14570261]
chinese_spy_balloon	[0.82570141]
cpsc	[0.18629536]
bipartisan_package	[0.64489627]
tracy	[0.10207482]
maxed	[0.73208313]
bradford	[0.12872638]
sacred	[0.37333606]
appreciation	[0.05569017]
side	[0.23699698]
observer	[0.26524087]
winchester	[0.39811277]
nato_security_investment_program	[0.17510595]
national_forest	[0.09896846]
pride_month	[0.3333776]
helped_create	[0.17498668]
greater_transparency	[0.32207246]
continent	[0.56603583]
relating	[0.00946715]
geater	[0.30780961]
group_health	[0.57529784]
plants	[0.07775623]
brother	[0.17558231]
registered	[0.20498899]
there	[0.10248535]
8th_congressional_district	[0.46153208]
upcoming	[0.06191396]
refocus	[0.19022759]
phd	[0.10558094]
loudly	[0.52231957]
bomb	[0.37841862]
household	[0.03648057]
survivors	[0.13492776]
goodwill	[0.17902838]
passed_unanimously	[0.23053825]
downtown	[0.04707843]
federal_housing	[0.60094584]
poison	[0.21930584]
essential_resources	[0.22908055]
jurists	[0.71462519]
eventually_moved	[0.30332025]
real_solutions	[0.65963376]
polls	[0.3783754]
loud_and_clear	[0.78549645]
direct	[0.01130803]
winegrape	[0.24908655]
makeup	[0.41910518]
remiss	[0.62267491]
economic_costs	[0.30595768]
extraordinary_service	[0.14978548]
ad_hoc	[0.31538146]
nevadans	[0.45568347]
fourth_of_july	[0.53115166]
apples	[0.11136577]
establishment	[0.06316632]
attorneys_general	[0.41938118]
middle_class	[0.12713248]
educational_resources	[0.1507526]
g	[0.26686582]
sexual_violence	[0.28006212]
makes_and_grows	[0.64622625]
tone	[0.42364566]
tract	[0.13852442]
vendor	[0.07989312]
notarizations	[0.38356463]
mark_warner	[0.4622358]
title_vi	[0.48472364]
whitley	[0.21579141]
almost	[0.18191972]
pushing	[0.23066044]
trillions_of_dollars	[0.25827522]
retains	[0.20909154]
hikes	[0.2567957]
locations	[0.11331597]
murray	[0.1145435]
rate_hikes	[0.75324065]
trust_fund	[0.17312454]
hospitalized	[0.18118199]
independents	[0.84715462]
warren	[0.04343281]
steps	[0.16358703]
shuts	[0.44776809]
halt_fentanyl_act	[0.184117]
equity_commission	[0.04054532]
infiltrate	[0.45923846]
lowest_level_since	[0.31645275]
frustrated	[0.43993269]
whitaker	[0.18592312]
awesome	[0.27945242]
of_debate_equally_divided	[0.07811312]
blue_devils	[0.63694108]
rao	[0.13638317]
embassies	[0.30048995]
rob	[0.04853755]
deep_knowledge	[0.12951273]
translated	[0.12501246]
financial_ruin	[0.89918965]
protect_kids	[0.35450305]
edward_ford	[0.41421874]
home	[0.03829928]
constitutional_duty	[0.21840843]
hunting	[0.0817201]
endurance	[0.43884615]
unregistered	[0.63851914]
deficit_reduction	[0.4123151]
demean	[0.83915747]
acting_administrator	[0.53522426]
organizes	[0.06416509]
cfius	[0.26233673]
proceedings	[0.15905281]
percent_decline	[0.68284345]
dod	[0.08239164]
following	[0.0279212]
competitor	[0.45953228]
operatives	[0.48775712]
east_coast	[0.0553148]
farewell	[0.55013855]
skyrocketing	[0.13066282]
royalties	[0.12859407]
nwtc	[0.30829456]
steadfastly	[0.39823107]
columbine	[0.8614093]
electric_vehicle_charging_stations	[0.4910874]
economic_competitiveness	[0.2193571]
unnecessary_government	[0.37213173]
gee	[0.2157505]
experts	[0.17262278]
crucial_role	[0.10545476]
years_of_audited_financial_statements	[0.67271513]
local_history	[0.39465331]
legal_service	[0.19090255]
insist	[0.39425861]
elders	[0.35645499]
highly	[0.06494473]
fought_alongside	[0.7950549]
chair_murray	[0.16807085]
price_hikes	[0.37380068]
future_farmers_of_america	[0.04004585]
mines	[0.03183284]
treatment	[0.03615855]
realize	[0.21437633]
disposable	[0.17128091]
demonstrates	[0.07414425]
varsity	[0.32129933]
discourage	[0.22451096]
photos	[0.31246474]
surfing	[0.42534595]
founded	[0.03220891]
trailer	[0.37332358]
cleaning	[0.183881]
bureau_of_prisons	[0.2922097]
eldest	[0.36533306]
oira	[0.28113953]
inspire_future_generations	[0.22094245]
contingency_operations	[0.1740951]
bad_idea	[0.92224043]
blew	[0.62966821]
spanning	[0.20222354]
excessively	[0.87409582]
ladies	[0.41445258]
illustration	[0.23577999]
chased	[0.58461078]
mount_vernon	[0.52993891]
grew	[0.02944051]
extinction	[0.07274704]
accomplishing	[0.26861703]
bureau_of_land_management	[0.05279982]
yolo_county	[0.10789578]
widespread	[0.04513932]
262	[0.14795525]
total_debt	[0.88524527]
amazing_things	[0.75853431]
critical_funding	[0.25064785]
attitudes	[0.82825683]
neil	[0.10226703]
congressional_record	[0.11010732]
environmental_issues	[0.32015103]
solitary	[0.76133151]
subsequent	[0.09945451]
intact	[0.48194672]
custom	[0.09124017]
named	[0.02645253]
rescinded	[0.31531605]
freedom_fighters	[0.68959488]
blurry_bigfoot	[0.14917842]
doubled	[0.14496665]
accredited_investors	[0.37793668]
tens_of_billions	[0.57151267]
interrogation	[0.69901742]
prevention_programs	[0.2482409]
commercial_remote_sensing	[0.06598511]
astounding	[0.18458105]
base_pay	[0.3776853]
governance_factors	[0.78112821]
east_palestine	[0.63229554]
razorback	[0.30664254]
recently_completed	[0.36937943]
prudence	[0.2384016]
303	[0.21259272]
programmatic	[0.24806111]
abraham	[0.11041178]
quantum	[0.1975299]
look	[0.05226858]
equip	[0.08956476]
apply	[0.18601762]
support_israel	[0.57899104]
fosters	[0.10350898]
criminal_history	[0.71968358]
smoke_exposure_crop_insurance_act	[0.34164131]
systemically_important	[0.5169344]
210	[0.83225049]
tie	[0.35972699]
rise_today_to_celebrate	[0.05621554]
shipbuilding	[0.03735337]
missile_defense_agency	[0.32051253]
deeply_troubling	[0.7109934]
contrast	[0.30228421]
joint_base	[0.14049179]
preparations	[0.44429019]
briggs	[0.68932212]
prohibit	[0.05241201]
jane	[0.04592458]
jake	[0.10486622]
coleman	[0.30301551]
celebration	[0.05664004]
mars	[0.12717429]
vindictive	[0.53529322]
educational_outcomes	[0.47049464]
dignity	[0.18215825]
oppressive	[0.2636855]
maligned	[0.82501504]
143	[0.47755155]
endured	[0.28996934]
fast_forward	[0.67534648]
junn	[0.12131842]
significant_delays	[0.13278996]
outdoor_recreation	[0.05532992]
economic_crisis	[0.29069783]
scripps	[0.51048539]
362	[0.26925079]
offer	[0.05844983]
contra_costa	[0.03858981]
federal_emergency_management_agency	[0.3789909]
destroyers	[0.50396758]
forced_labor	[0.09792273]
nuclear_deal	[0.65913774]
insignificant	[0.58012352]
added	[0.06986972]
wellness	[0.03841401]
creed	[0.7839328]
banning_tiktok	[0.91143037]
kaya	[0.76157444]
systemic_racism	[0.56116987]
insult	[0.2962216]
memorializing	[0.59326777]
pretrial	[0.39331132]
mentorship	[0.07647726]
internet_access	[0.30535754]
lyndon	[0.61179454]
updating	[0.15818194]
deputy_commandant	[0.28940162]
stablecoins	[0.34553265]
smiling	[0.68481288]
outraged	[0.49488519]
motives	[0.80842358]
lfp	[0.08608471]
longer_range	[0.72766552]
disarray	[0.88999975]
auctions	[0.08252899]
retirement_income	[0.41203383]
drowned	[0.60421414]
turbine	[0.29999922]
gao	[0.03775539]
simply	[0.25688543]
conclude	[0.47499423]
smithsonian	[0.06715773]
coastal	[0.03593511]
continued	[0.00837113]
news_media	[0.87148181]
helpless	[0.60590281]
42nd	[0.41819778]
richie	[0.18987894]
disarm	[0.58488229]
columbia_university	[0.21397444]
cycle	[0.03797947]
solar_panel	[0.13699893]
similar	[0.11284167]
exempting	[0.54131684]
voter_suppression	[0.66972578]
outlived	[0.7933354]
elected_leaders	[0.63989462]
primrose	[0.05894499]
school_facilities_to_provide_shelter	[0.49227414]
greatest_challenges	[0.77245061]
permissible	[0.72610291]
endangers	[0.26641642]
tyrants	[0.58936791]
range	[0.02199233]
floor_debate	[0.52037848]
frontline	[0.16616055]
pulling	[0.25912152]
cif	[0.26088873]
chasing	[0.44734123]
regulatory_burdens	[0.1494714]
smiles	[0.81361645]
northern_border	[0.31841748]
pitching	[0.39813499]
yakym	[0.12806593]
internal_revenue	[0.18306311]
institutions_of_higher_education	[0.14318343]
camera	[0.24630077]
sexual_assault	[0.06923978]
enact_policies	[0.77486219]
times	[0.22419556]
deregulation	[0.33059703]
authorizing	[0.06833988]
suspicion	[0.61404251]
launchers	[0.64832138]
tempted	[0.81786821]
bipartisan_compromise	[0.67093629]
bid_farewell_to	[0.62563878]
happening	[0.15295518]
noncompete_agreement	[0.76327043]
tactic	[0.48062256]
144	[0.34123809]
notification	[0.26724157]
southern_california	[0.14403521]
nigeria	[0.24700253]
upon	[0.06277967]
pounds_of_fentanyl	[0.55686833]
nell	[0.08278731]
endowments	[0.30940591]
achievable	[0.49466766]
chevy	[0.22154832]
piling	[0.64157475]
appointing	[0.76633334]
wolverines	[0.54528361]
revolutionize	[0.18829326]
corman_railroad	[0.09829657]
november	[0.11023685]
partisan_politics	[0.49964591]
borrowers	[0.18985015]
tags	[0.45343996]
interprets	[0.56451176]
dutch	[0.35101968]
overreaching	[0.14634791]
standing	[0.17118755]
feeding	[0.011115]
370	[0.30268822]
arctic	[0.05130399]
unhinged	[0.77832905]
deeply	[0.16588037]
rayburn	[0.94668087]
illustrious_career	[0.28004027]
breakthrough	[0.32931508]
formative	[0.53031421]
minority_leader	[0.22678917]
young_students	[0.58864103]
lake	[0.0109027]
announces	[0.0656478]
recidivism	[0.47194508]
identify	[0.0598696]
rightwing	[0.30383385]
triggered	[0.30582467]
offenses	[0.35339741]
mann	[0.24232407]
pretty	[0.47373035]
real_threat	[0.47025246]
carla	[0.27642883]
spanberger	[0.17137095]
funeral_home	[0.15952853]
resume_legislative_session	[0.1837736]
casey	[0.08495652]
masters	[0.0761999]
gifts_and_contracts	[0.39880499]
revolutionaries	[0.53041252]
bradsher	[0.36906953]
commonsense_gun	[0.77332623]
exporters	[0.18386467]
miserable	[0.76027281]
heating_oil	[0.46941202]
medication_abortion	[0.40831041]
egypt	[0.29668894]
picks	[0.50816196]
construct	[0.12910778]
signed_into_law	[0.28546772]
armies	[0.30601701]
aukus	[0.21503037]
integrating	[0.07950285]
kenya	[0.50827166]
dora	[0.22789658]
customs	[0.11067951]
natrona_county	[0.23464808]
moriah	[0.39949224]
highlighted	[0.06061833]
young_black	[0.55847455]
local_police_departments	[0.51154138]
real_solution	[0.90828085]
navigation	[0.16237022]
hitler	[0.5248941]
madness	[0.86116152]
monumental	[0.21020257]
puerto_ricans	[0.82066691]
killed	[0.16169898]
panther	[0.2284532]
financial_disclosure	[0.33432585]
erased	[0.69199609]
alongside	[0.11523624]
faction	[0.56848002]
surgical	[0.13533935]
antipolice	[0.66379976]
authority	[0.0836511]
world_leader	[0.1292274]
overcome	[0.27882295]
trigger_leads	[0.76320175]
shalom	[0.40519687]
ceremonies	[0.54866946]
flight_cancellations	[0.16756002]
floor	[0.15275718]
wall_street_journal	[0.14241997]
cynicism	[0.75747067]
presidential_campaign	[0.46215385]
thieves	[0.85949201]
avoidable	[0.21326135]
diablo	[0.09710411]
circulating	[0.57054474]
applies	[0.41504865]
sonoma	[0.16974887]
greatest_threat	[0.31440107]
solvent	[0.90550824]
peacekeeping	[0.22186868]
deep_concern	[0.11636781]
jamie	[0.14540674]
rudolph	[0.17968461]
deficiency	[0.3215089]
raking	[0.59194008]
fashion	[0.2412339]
bush	[0.16765293]
pistols	[0.55585639]
hardened	[0.85263434]
hostility	[0.1489013]
excitement	[0.56878847]
hall_of_fame	[0.02660304]
musicians	[0.12098384]
issue	[0.11208488]
1934	[0.26720478]
affairs	[0.02108682]
nurtured	[0.28550156]
veterans_home	[0.35806236]
beautiful_children	[0.81084416]
years_of_faithful_service	[0.22212839]
transit	[0.13522615]
traveler	[0.38277867]
assistant_director	[0.0915961]
pretty_simple	[0.68093021]
response_team	[0.35683625]
nightmares	[0.85865805]
diplomat	[0.39234854]
mandatory	[0.15557191]
lasted	[0.68100337]
cheated	[0.66391232]
board_of_commissioners	[0.14640002]
things_happen	[0.34333831]
forgiveness	[0.17192943]
willing	[0.28230191]
queer	[0.37945843]
collecting	[0.04057974]
bus	[0.14164269]
decorated	[0.078512]
contributors	[0.19968819]
acted	[0.34042038]
white_supremacist	[0.55125877]
efficiently	[0.1081904]
carver_pump	[0.03771229]
jeopardize_social_security_payments	[0.23015047]
sensible	[0.50010995]
extreme_rightwing	[0.76008203]
shoulder	[0.35736354]
recently_retired	[0.21079751]
unveiled	[0.23246284]
output	[0.16064586]
duty_assignments	[0.12358664]
achieve	[0.07901798]
iranians	[0.20075996]
home_state_of_texas	[0.4457305]
expressing	[0.15718175]
monument	[0.13503058]
emancipation	[0.37261739]
danny	[0.35622773]
pepfar	[0.28236832]
surpass	[0.43448243]
ye	[0.58087217]
identification	[0.06872097]
1906	[0.42198505]
sandy_hook	[0.71872263]
kelsey	[0.28979651]
scandal	[0.21688061]
proliferation	[0.3087243]
remarkable_journey	[0.46041006]
wallin	[0.79256864]
trying	[0.18526123]
induce	[0.52569817]
senior_staff	[0.37363006]
speeds	[0.43699055]
innocent_civilians	[0.28509571]
ensign	[0.13916274]
redevelopment	[0.11393248]
devastating_wildfires	[0.34755982]
pala_band_of_mission_indians	[0.14758045]
connie	[0.32716879]
global_challenges	[0.27918503]
clans	[0.42576432]
american_rescue_plan_act	[0.29709292]
sales	[0.01948487]
a_7	[0.77414024]
thousand	[0.36741216]
films	[0.33098663]
bottle	[0.35004513]
effective_advocate	[0.39081686]
elks	[0.14922873]
characteristic	[0.16996334]
ellis_island	[0.53152664]
tall	[0.44331206]
roughly_half	[0.65326886]
dubious	[0.66677516]
continuing_education	[0.22547373]
strong_economic	[0.33768477]
holly	[0.16070519]
pows	[0.35432518]
mortuary	[0.17846981]
warming	[0.20466967]
suffice	[0.66453498]
vi	[0.35776157]
patron	[0.27837376]
chess	[0.4250072]
message	[0.07317025]
fencing	[0.67748945]
monetary	[0.19109315]
structured	[0.32448303]
halls_of_congress	[0.74695247]
plunged	[0.75292093]
replacing	[0.12695366]
treatment_court	[0.09801512]
optional	[0.81426323]
frivolous	[0.31988781]
unbiased	[0.28614882]
citing	[0.09964827]
commend	[0.01714284]
heartened	[0.34488848]
nose	[0.60597591]
submitting	[0.31863245]
intervention	[0.08334141]
poisons	[0.54064421]
esther	[0.04594634]
napa_valley	[0.02139996]
dropping	[0.54116827]
pentecostal	[0.31142517]
lingering	[0.31805346]
knack	[0.7336474]
focused	[0.03971409]
abstract	[0.94238757]
commerce	[0.01560813]
klyce	[0.47493903]
sourcing	[0.31018093]
operating	[0.07269186]
legacy_award	[0.42387321]
callous	[0.72410098]
real_cost	[0.65576659]
dale	[0.04491806]
others	[0.0827199]
should	[0.20095952]
examinations	[0.26260728]
special_orders	[0.72538283]
medal_of_honor	[0.27865921]
point_of_order	[0.25591718]
217	[0.59446392]
kartoon	[0.55519543]
problem	[0.23610959]
jennifer	[0.10254102]
cornell_university	[0.08921791]
envisioned	[0.47739607]
totaling	[0.26658357]
complementary	[0.38520458]
amtrak	[0.11940933]
precursors	[0.11810357]
moore_county	[0.10638697]
hard_things	[0.97087398]
perfectly	[0.37561741]
blog	[0.4173728]
congressional	[0.06238475]
lipstick	[0.85552745]
typhoon	[0.3021891]
piled	[0.40596211]
though	[0.20444356]
headed	[0.20971353]
sheer	[0.64271349]
impacts	[0.02562358]
96	[0.08057386]
handed	[0.24840996]
custody	[0.2018579]
pslf	[0.26234532]
schedules	[0.65798979]
coworker	[0.66820438]
educational_materials	[0.35822623]
brewery	[0.25040252]
stimulus	[0.2606316]
review_period	[0.69565974]
future_debt	[0.62822004]
fence	[0.40327982]
254	[0.2928905]
puerto	[0.22808447]
luther	[0.22181568]
national_oceanic_and_atmospheric	[0.1570567]
cup	[0.12449101]
refuge	[0.16557748]
retaliated	[0.65692694]
implemented	[0.10203207]
justifiably	[0.82484199]
consistently	[0.10089482]
social_justice	[0.15528026]
stay_afloat	[0.55102341]
scrutiny	[0.12841313]
pulmonary	[0.23467418]
slow	[0.17152257]
commissions	[0.19736678]
britain	[0.29970847]
pelosi	[0.74430909]
anonymous	[0.1230118]
2035	[0.1247354]
smeltertown	[0.36315673]
punishing	[0.23926548]
forgoing	[0.1677446]
billion_shortfall	[0.60784084]
weekend	[0.33676877]
charities	[0.27398986]
seat	[0.15106793]
mocked	[0.75997718]
overtly	[0.47789749]
knox_county	[0.15800173]
physical_and_mental_health	[0.267424]
subpoenaed	[0.56507549]
bipartisan_cooperation	[0.59875883]
kotagal	[0.29995999]
draft	[0.17191562]
wit	[0.66521669]
reach	[0.06206529]
biological_male	[0.67137144]
pornography	[0.57499718]
stunts	[0.77734737]
borrow	[0.33325261]
phone	[0.16071245]
gender_dysphoria	[0.83544403]
downpayment	[0.1274751]
africans	[0.5076494]
oc	[0.17804275]
instruments	[0.30221949]
flows	[0.05496587]
assad	[0.10743085]
irving	[0.20095891]
fundraising	[0.14317172]
gun	[0.14375406]
mob	[0.40596108]
stevie	[0.31400266]
directives	[0.15804461]
competed	[0.26897424]
cafeteria	[0.28393707]
grijalva	[0.06688478]
subjugated	[0.82190544]
romney	[0.58354458]
breath	[0.60292362]
corpus_christi	[0.19874469]
five	[0.075922]
middle_schools	[0.69427039]
text_message	[0.63192195]
proceeded	[0.07417424]
positive_attitude	[0.77689524]
compelling	[0.12035068]
messy	[0.83144683]
devastating_impacts	[0.35663187]
budget_committee	[0.12916267]
sponsored	[0.04755241]
gold_medal	[0.22741797]
years_ago	[0.30008508]
warrants	[0.26875402]
your	[0.06165761]
countless_families	[0.67443645]
xanax	[0.961644]
earlier	[0.11659727]
petty	[0.57684924]
renovation	[0.06894855]
commission	[0.01313744]
struggling_families	[0.72711345]
index	[0.08075189]
contagious	[0.4324562]
transatlantic	[0.17143116]
secret_service	[0.21309196]
tokyo	[0.6164735]
bless	[0.1410229]
100th_anniversary	[0.11005587]
vineyard	[0.05240253]
served_faithfully	[0.45644152]
fullerton	[0.13978455]
cubs	[0.47044229]
beacon	[0.03739851]
325	[0.09815069]
mentally	[0.3110351]
boebert	[0.27590714]
quincy	[0.34020398]
announcements	[0.60346847]
consumer_protection	[0.08412893]
insure	[0.30686248]
ideologues	[0.86880373]
sincerest_condolences	[0.22447558]
square_feet	[0.06072249]
118th_congress	[0.40351703]
cosponsors	[0.12449069]
vince	[0.35141657]
deductions	[0.51925428]
disappointed	[0.28225504]
refined	[0.38736938]
latin_american	[0.09981606]
inspiration	[0.0742467]
trusts	[0.48315526]
remained_active	[0.37253077]
583	[0.15964504]
having	[0.04817138]
fewer_rights	[0.71453842]
discounts	[0.34697615]
associate_professor	[0.26017963]
submissions	[0.36731927]
censured	[0.65625614]
helen	[0.03271473]
global_supply_chain	[0.26254777]
college_board	[0.23946313]
owns	[0.03447819]
unleashed	[0.28451486]
mortgage	[0.1062713]
painter	[0.18900069]
massacre	[0.46844779]
permitting_processes	[0.40136627]
individual	[0.05275065]
conspiracies	[0.80228274]
none	[0.41434064]
tule	[0.27535324]
hang	[0.61390839]
approve	[0.17383936]
foia	[0.38703684]
belafonte	[0.40934629]
thon	[0.5810829]
therapeutic	[0.25859938]
saturated	[0.25990926]
supplemental_funding	[0.13021954]
promptly	[0.42179347]
fines	[0.28386337]
tables	[0.09945883]
remotely	[0.40233683]
indirect	[0.48861906]
producers	[0.00605498]
167	[0.09716364]
benevolent	[0.1792804]
absolutely_critical	[0.10507603]
coherent	[0.84065362]
departs	[0.25082419]
everyday_americans	[0.27307146]
bittersweet	[0.91744347]
transgender	[0.15293959]
workshop	[0.2972993]
genuinely	[0.49175481]
undergraduate	[0.07384901]
standardized	[0.11579965]
mastery	[0.46767664]
cracked	[0.39687681]
domestic_solar_manufacturing	[0.23410855]
ranking_republican	[0.36660765]
nakamura	[0.1601626]
robotics	[0.24721377]
beloved_community	[0.33258423]
completed	[0.0539144]
public_diplomacy	[0.29911227]
redesignate	[0.35962597]
provide_shelter	[0.44479491]
certificate	[0.01454495]
laid_to_rest	[0.5241071]
peace_officers_memorial_day	[0.64003518]
downing	[0.37851494]
has	[0.03429993]
duplicate	[0.42998747]
fatalities	[0.31626351]
reporting_requirement	[0.25170646]
life_partner	[0.3918513]
addressing	[0.07894747]
crucial	[0.04071454]
colonels	[0.5344218]
productions	[0.20771012]
unsustainable	[0.12936194]
